Taxon,Cluster
SRR11130515,24
SRR8725511,24
SRR7183614,24
SRR8725709,24
SRR8725401,24
SRR11130060,24
ERR662364,24
SRR7175917,24
SRR7176560,24
SRR7183994,24
SRR3661895,24
SRR11141553,24
SRR7176008,24
SRR8726291,24
SRR8725297,24
SRR11130115,24
SRR7183934,24
SRR11130782,24
SRR11153022,24
SRR3662144,24
SRR7183878,24
SRR7176329,24
SRR11153004,24
SRR7183873,24
SRR11130701,24
SRR3661402,24
SRR11130009,24
SRR7176350,24
SRR11129953,24
SRR3663098,24
SRR8726601,24
SRR8726110,24
SRR8722328,24
SRR7176274,24
SRR7183323,24
SRR11141649,24
SRR7176174,24
SRR11152504,24
SRR7183268,24
SRR7176324,24
SRR7183880,24
SRR7183355,24
SRR11153030,24
SRR11141603,24
ERR433641,24
SRR8722388,24
SRR8725071,24
SRR7176635,24
SRR7189913,24
SRR7183629,24
SRR8725536,24
SRR7183950,24
SRR8726521,24
SRR3661425,24
SRR7183440,24
SRR8722547,24
SRR3663161,24
SRR3662995,24
SRR11152904,24
SRR7176122,24
ERR433505,24
SRR11141743,24
SRR7176664,24
SRR3662076,24
SRR7183789,24
SRR11141089,24
SRR7176031,24
SRR11129917,24
SRR8722721,24
SRR7183281,24
SRR7175929,24
SRR11141639,24
SRR11141353,24
SRR11141803,24
SRR11129966,24
SRR11141621,24
SRR8722001,24
SRR11141216,24
SRR7190587,24
SRR2072366,24
SRR3661421,24
SRR11141335,24
SRR11141614,24
SRR7190288,24
SRR3663030,24
SRR7184024,24
SRR7183658,24
SRR3661918,24
SRR11130194,24
SRR7184159,24
SRR7183938,24
SRR7190334,24
SRR11141792,24
SRR3662284,24
SRR7176499,24
SRR11141581,24
SRR8725959,24
SRR7176212,24
SRR11130726,24
SRR8722749,24
SRR7190256,24
SRR8726440,24
SRR7176226,24
SRR7176510,24
SRR7183242,24
SRR11141215,24
SRR11152507,24
SRR11152518,24
SRR8726428,24
SRR7190104,24
SRR3661956,24
SRR11130604,24
SRR11130913,24
SRR7190540,24
SRR7183581,24
SRR3661830,24
SRR8722703,24
SRR11141033,24
SRR11141414,24
SRR11141258,24
SRR8726178,24
SRR8722111,24
SRR8725291,24
SRR8722735,24
SRR11130906,24
SRR7176688,24
SRR3662826,24
SRR11152818,24
SRR7175946,24
SRR8722602,24
SRR3661493,24
SRR8726631,24
SRR11141500,24
SRR3661486,24
SRR3662248,24
SRR7190595,24
SRR8722437,24
SRR3663277,24
SRR11141351,24
SRR11130555,24
SRR8725598,24
SRR8725830,24
SRR8726474,24
SRR3663588,24
SRR11152636,24
SRR8725022,24
SRR11141041,24
SRR8725174,24
SRR11140964,24
SRR3662960,24
SRR3661981,24
SRR3661285,24
SRR7176385,24
SRR8722140,24
SRR8725866,24
SRR8725559,24
SRR3661517,24
SRR3663053,24
ERR586404,24
SRR7183974,24
SRR7189870,24
SRR7175795,24
SRR8725464,24
SRR7176665,24
SRR8725860,24
SRR11141003,24
SRR11141310,24
SRR8722845,24
SRR7184126,24
SRR8725216,24
SRR8722686,24
SRR3662859,24
SRR11130420,24
SRR3662737,24
SRR3661397,24
SRR3661592,24
SRR7183808,24
SRR8726694,24
SRR7176379,24
SRR11130367,24
SRR7183240,24
SRR7183668,24
SRR8725211,24
SRR11130525,24
SRR8722671,24
SRR7176241,24
SRR7176660,24
SRR11130280,24
SRR7189946,24
SRR3662160,24
SRR8722188,24
SRR7189903,24
SRR3662159,24
ERR425391,24
SRR11130472,24
SRR11153010,24
SRR7176556,24
SRR8726452,24
SRR3662246,24
SRR3662772,24
SRR11130550,24
SRR3660710,24
SRR7183346,24
SRR7190459,24
SRR11141844,24
SRR11130669,24
SRR11141702,24
SRR7190285,24
SRR8725141,24
SRR8725717,24
SRR8726017,24
SRR3662062,24
SRR11129968,24
SRR11152583,24
SRR7190611,24
SRR8726564,24
SRR11130332,24
SRR3661339,24
SRR7172213,24
SRR11141324,24
SRR11130780,24
SRR3663330,24
SRR7190007,24
SRR3661388,24
SRR11141812,24
SRR8725954,24
SRR11152734,24
SRR11141556,24
SRR11141514,24
SRR11129997,24
SRR11130745,24
SRR3661771,24
SRR7183534,24
SRR11152350,24
SRR3662011,24
SRR11152786,24
SRR7172180,24
SRR8722136,24
SRR8725215,24
SRR7183731,24
SRR11130359,24
SRR3663260,24
SRR3662775,24
SRR3663063,24
SRR7176502,24
SRR7183917,24
SRR11130465,24
SRR3661874,24
SRR8721913,24
SRR7189908,24
SRR8722042,24
SRR7183976,24
SRR3662269,24
SRR8721940,24
SRR11130618,24
SRR3662993,24
SRR7190342,24
SRR8722668,24
SRR8725357,24
SRR3662003,24
SRR7190508,24
SRR8725219,24
SRR11130484,24
SRR7183255,24
SRR11129969,24
SRR7176354,24
SRR7183288,24
SRR11152850,24
SRR7176462,24
SRR3663036,24
SRR8726491,24
SRR7176463,24
SRR11130887,24
SRR11140966,24
SRR7176021,24
SRR8722029,24
SRR8725282,24
SRR11152578,24
SRR3663567,24
SRR11130630,24
SRR3663248,24
SRR11152673,24
SRR7190242,24
SRR7176439,24
SRR8726468,24
SRR8726329,24
SRR7176035,24
SRR8722536,24
SRR11152592,24
SRR3663613,24
SRR3662389,24
SRR3662111,24
SRR7176509,24
SRR11152343,24
SRR8722102,24
SRR8722175,24
SRR8722364,24
SRR3662187,24
SRR7190258,24
SRR7184198,24
SRR11130890,24
SRR3662020,24
SRR8722544,24
SRR3662780,24
SRR7183410,24
SRR7183480,24
SRR8721889,24
SRR3662402,24
SRR11152928,24
SRR3661753,24
SRR8725379,24
SRR8726251,24
SRR8726244,24
SRR11141252,24
SRR7183942,24
SRR11141155,24
ERR438949,24
SRR11152497,24
ERR433905,24
SRR7175838,24
SRR8726280,24
SRR3663334,24
SRR3662825,24
SRR8726734,24
SRR8722715,24
SRR11152548,24
SRR7175990,24
SRR3661820,24
SRR7190621,24
SRR7183582,24
SRR8725615,24
SRR3662817,24
SRR7190575,24
SRR11152871,24
SRR11130248,24
SRR8725396,24
SRR8725982,24
SRR7176059,24
SRR7176676,24
SRR3662016,24
SRR11141254,24
SRR3662092,24
SRR8721922,24
SRR11152553,24
SRR3661376,24
SRR11130350,24
SRR11141519,24
SRR7183749,24
SRR11153046,24
SRR3663451,24
SRR7175919,24
SRR2072328,24
SRR7183278,24
SRR7172204,24
SRR8726105,24
SRR7176211,24
SRR8726172,24
SRR7183546,24
SRR11130710,24
SRR7176095,24
SRR3663263,24
SRR2072275,24
SRR3663189,24
SRR2072236,24
SRR8722201,24
SRR3662008,24
SRR11152443,24
SRR7184076,24
SRR7189905,24
SRR7175700,24
SRR7184144,24
SRR11141626,24
SRR7190294,24
SRR7183541,24
SRR7176622,24
SRR8726263,24
SRR8726535,24
SRR3661736,24
SRR7183870,24
SRR3663132,24
ERR425467,24
SRR3660584,24
SRR7183482,24
SRR3662028,24
SRR8726559,24
SRR7176517,24
SRR11152390,24
SRR3661600,24
SRR8726624,24
SRR11141362,24
SRR8722332,24
SRR11130030,24
SRR3662823,24
SRR8726248,24
SRR11141751,24
SRR3660598,24
SRR2072224,24
SRR11140950,24
SRR7176486,24
SRR7176615,24
SRR7184196,24
SRR11130119,24
SRR11141251,24
SRR7183382,24
SRR7190070,24
SRR11141488,24
SRR7183662,24
SRR3661718,24
SRR8726220,24
SRR8722327,24
SRR11130040,24
SRR11152616,24
SRR11141026,24
SRR3662114,24
SRR8725695,24
SRR7183968,24
SRR11152845,24
SRR8725047,24
SRR7190704,24
SRR7183545,24
SRR7190714,24
SRR7189783,24
SRR7190707,24
ERR433925,24
SRR7190344,24
SRR7190265,24
SRR11152452,24
SRR7190383,24
SRR11152282,24
SRR11130823,24
SRR8725926,24
SRR3662103,24
SRR7183728,24
SRR7176172,24
SRR11152493,24
SRR8722307,24
SRR7176456,24
SRR11141344,24
SRR7176513,24
SRR11130831,24
SRR8722647,24
SRR11141050,24
SRR8725118,24
SRR7190636,24
SRR11130603,24
SRR8725484,24
SRR11141836,24
SRR8725520,24
SRR3661375,24
SRR11152929,24
SRR3662378,24
SRR11130719,24
SRR3662850,24
SRR7190379,24
SRR11141499,24
SRR8722242,24
SRR3662052,24
SRR8726045,24
SRR3663409,24
SRR8725462,24
SRR8726673,24
SRR7183919,24
SRR8725580,24
SRR7183633,24
SRR3663158,24
SRR7190696,24
SRR7190676,24
SRR8726268,24
SRR7183927,24
SRR11152501,24
SRR8722380,24
SRR3661500,24
SRR8726287,24
SRR7184084,24
SRR7183695,24
SRR8725914,24
SRR7184107,24
SRR3662888,24
SRR8726376,24
SRR3663047,24
SRR3663604,24
SRR3661953,24
SRR7183256,24
ERR449225,24
SRR7175794,24
SRR11141722,24
SRR11130295,24
SRR7175825,24
SRR7176529,24
SRR11141622,24
SRR11130076,24
SRR8725625,24
SRR8722381,24
SRR7175709,24
SRR7176378,24
SRR7176200,24
SRR11141423,24
SRR11152500,24
SRR7184145,24
SRR3661920,24
SRR8721963,24
SRR3662297,24
ERR438957,24
SRR11141678,24
SRR11152652,24
SRR3661660,24
SRR3662022,24
SRR3661224,24
SRR3662990,24
SRR3663449,24
SRR11141566,24
SRR3662769,24
SRR8722782,24
SRR8725692,24
SRR8725039,24
SRR11130412,24
SRR11130479,24
SRR7189976,24
SRR7183802,24
SRR11141236,24
SRR3661808,24
SRR8725613,24
SRR11130138,24
SRR8726509,24
SRR7190545,24
SRR7183588,24
SRR11130685,24
SRR11130684,24
SRR7176540,24
SRR7176134,24
SRR7183334,24
SRR8721908,24
SRR8725689,24
SRR7184113,24
SRR7190608,24
SRR8722698,24
SRR11152475,24
SRR7175837,24
SRR11141030,24
SRR11141447,24
SRR3661898,24
SRR3661672,24
SRR11141731,24
SRR11130805,24
ERR425465,24
SRR3662098,24
SRR11140956,24
SRR7175732,24
SRR3660599,24
SRR8726625,24
SRR7176678,24
SRR11141356,24
SRR7176016,24
SRR7176629,24
SRR7189897,24
SRR11141107,24
SRR11130673,24
SRR7183979,24
SRR3661618,24
SRR3662139,24
SRR3662729,24
ERR433564,24
SRR8726219,24
SRR3660605,24
SRR8726321,24
SRR7183625,24
SRR3661765,24
SRR8725041,24
SRR2072279,24
SRR11130582,24
SRR7190330,24
SRR3662299,24
ERR425459,24
ERR433986,24
SRR11140945,24
SRR8725304,24
ERR433606,24
SRR11130516,24
SRR2072240,24
SRR7190513,24
SRR3663320,24
SRR3662127,24
SRR2072327,24
SRR7183877,24
SRR11141232,24
SRR7189896,24
SRR11130489,24
SRR7183652,24
SRR8725358,24
SRR3662754,24
SRR11141329,24
SRR7175866,24
SRR3661857,24
SRR7176022,24
SRR3662185,24
SRR11141121,24
SRR8721865,24
SRR3662992,24
SRR7183790,24
SRR3663052,24
SRR3660592,24
SRR11130728,24
SRR8726550,24
SRR11130012,24
SRR3661648,24
SRR7183883,24
SRR7190711,24
SRR3661488,24
SRR3663043,24
SRR7175741,24
SRR7176215,24
ERR433655,24
SRR7190064,24
SRR8726100,24
SRR11141124,24
SRR7176030,24
SRR8722315,24
SRR3661670,24
SRR8726431,24
SRR3663061,24
SRR3662015,24
SRR7175878,24
SRR3662801,24
SRR11152425,24
SRR8722612,24
SRR11130816,24
ERR425469,24
SRR3661713,24
SRR7183322,24
SRR7183209,24
SRR8726672,24
SRR7183866,24
SRR11141395,24
SRR8725150,24
SRR3663233,24
ERR742664,24
SRR8726345,24
SRR3661395,24
SRR8725865,24
SRR3661704,24
SRR8722566,24
SRR7183627,24
SRR11130544,24
SRR11130672,24
SRR8725159,24
SRR11129972,24
SRR3662106,24
SRR7183913,24
SRR11152433,24
SRR11130437,24
SRR3661994,24
SRR8726533,24
SRR7176074,24
SRR11141763,24
SRR7176173,24
SRR7190221,24
SRR7176027,24
SRR8725768,24
SRR3662897,24
SRR7184182,24
SRR7175753,24
ERR505873,24
SRR7184135,24
SRR8726145,24
SRR8726264,24
SRR11130388,24
SRR8725688,24
ERR506025,24
SRR8726417,24
SRR7184200,24
SRR11141723,24
SRR3662019,24
SRR7172191,24
SRR7184148,24
SRR8722312,24
SRR11141453,24
SRR11141078,24
SRR8726456,24
SRR11152527,24
SRR11141818,24
SRR7175762,24
SRR11130308,24
SRR11130345,24
SRR8722633,24
SRR11152841,24
SRR11130590,24
SRR7176230,24
SRR3660611,24
SRR3661762,24
SRR3662192,24
SRR8722402,24
SRR11152339,24
SRR11130507,24
SRR7176597,24
SRR8722213,24
SRR8722419,24
SRR8726656,24
SRR3661884,24
SRR11141783,24
SRR3663228,24
SRR8722821,24
SRR8721859,24
SRR8725989,24
SRR7183301,24
SRR8726678,24
SRR7190315,24
SRR7184160,24
SRR8726433,24
SRR7176508,24
SRR8726007,24
SRR3661209,24
SRR8725629,24
ERR505889,24
SRR7175768,24
SRR11152596,24
SRR8721900,24
SRR3660617,24
SRR8725027,24
SRR7176577,24
SRR7190132,24
SRR7190708,24
SRR7183305,24
SRR8726388,24
SRR11130849,24
SRR7176049,24
SRR8722531,24
SRR8726651,24
SRR7175714,24
SRR7176339,24
SRR7183532,24
SRR11130044,24
SRR8726365,24
SRR11152858,24
SRR8726375,24
SRR3661862,24
SRR11129916,24
SRR3661745,24
SRR7183220,24
SRR7190680,24
SRR7176467,24
SRR7183727,24
SRR7190500,24
SRR8722299,24
SRR7183775,24
ERR600110,24
SRR8726671,24
SRR8725355,24
SRR7183304,24
SRR3661363,24
SRR7183254,24
SRR3661482,24
SRR8725364,24
SRR3661635,24
SRR8726390,24
SRR8725113,24
SRR7184007,24
SRR11153000,24
SRR8722340,24
SRR7175811,24
SRR11152780,24
SRR7190338,24
SRR11141573,24
SRR3663566,24
SRR8725713,24
SRR11141071,24
SRR7190110,24
SRR8726033,24
SRR7190730,24
SRR7190712,24
SRR7183693,24
SRR3661818,24
SRR8726726,24
SRR8726424,24
SRR8725359,24
SRR3663222,24
SRR11130644,24
SRR7190289,24
SRR3662437,24
SRR7190548,24
SRR11130181,24
SRR7184143,24
SRR8721902,24
SRR7183395,24
SRR11130659,24
SRR3661431,24
SRR3663467,24
SRR3663412,24
SRR2072221,24
SRR8726507,24
SRR3661415,24
SRR8725842,24
SRR7183359,24
SRR7183725,24
ERR506052,24
SRR11152341,24
SRR8725974,24
SRR3662323,24
SRR11141325,24
SRR3662254,24
SRR11130505,24
SRR7176054,24
SRR7184067,24
SRR7172209,24
SRR3661491,24
SRR7175943,24
SRR7176394,24
SRR11141064,24
SRR7184123,24
SRR8725008,24
SRR3662914,24
SRR3661705,24
SRR7183868,24
SRR7183222,24
SRR3662756,24
SRR3661568,24
SRR8722663,24
SRR8725804,24
SRR7190333,24
SRR7189840,24
ERR433912,24
SRR3662036,24
SRR7176010,24
SRR8726332,24
SRR11130448,24
SRR3661460,24
SRR11130576,24
SRR8722552,24
SRR11130876,24
SRR11129958,24
SRR11152754,24
SRR8726728,24
SRR11152585,24
SRR3662846,24
SRR7190551,24
SRR11130089,24
SRR3662084,24
SRR7175726,24
SRR3662377,24
ERR425397,24
SRR11152793,24
SRR8726352,24
SRR11152414,24
SRR7176469,24
SRR7183580,24
SRR3663304,24
SRR3663457,24
SRR3660987,24
SRR7176326,24
SRR3663600,24
SRR11152402,24
SRR11130341,24
SRR7176533,24
SRR7183678,24
SRR7190366,24
SRR8726719,24
SRR7183865,24
SRR11130164,24
SRR7189972,24
SRR3663370,24
SRR7189998,24
SRR3661806,24
SRR11140988,24
SRR3662396,24
SRR11140962,24
SRR7172181,24
SRR8722836,24
SRR8722826,24
SRR7176627,24
SRR7183294,24
SRR8725045,24
SRR3661450,24
SRR8722439,24
SRR7175887,24
SRR7189749,24
SRR8725509,24
SRR8722181,24
SRR8722675,24
SRR11141760,24
SRR3663106,24
SRR7183511,24
SRR7176464,24
SRR8725138,24
SRR7175840,24
SRR7189952,24
SRR8722246,24
SRR7175747,24
SRR3661546,24
SRR7175843,24
SRR7184031,24
ERR425404,24
SRR11130421,24
SRR11141008,24
SRR7175810,24
SRR11140876,24
SRR7176120,24
SRR11130200,24
SRR3663251,24
SRR11130694,24
SRR8725476,24
SRR3661527,24
SRR7183922,24
SRR7183231,24
SRR7189930,24
SRR3661921,24
SRR7190062,24
SRR8722185,24
SRR8725479,24
SRR3661773,24
SRR11130496,24
ERR586413,24
SRR7175988,24
SRR8725794,24
SRR8722684,24
ERR326596,24
SRR7190594,24
SRR8721936,24
SRR11141535,24
SRR11130209,24
SRR8722336,24
SRR7176018,24
SRR7190287,24
SRR11141357,24
SRR8722007,24
SRR8722264,24
SRR7176299,24
ERR505989,24
SRR11130483,24
SRR7176476,24
SRR11130801,24
SRR7190616,24
SRR8726674,24
SRR11130517,24
SRR7183526,24
SRR8721990,24
SRR11141560,24
SRR11130363,24
SRR8722044,24
SRR7183330,24
SRR7175905,24
SRR7190133,24
SRR11141623,24
SRR7184154,24
SRR7190058,24
SRR3663427,24
SRR7175778,24
SRR8722324,24
SRR3662018,24
SRR3663190,24
SRR2072244,24
SRR8721976,24
SRR11130288,24
SRR11141492,24
SRR7176187,24
SRR3661735,24
SRR7183872,24
SRR8725336,24
SRR8726205,24
SRR8726373,24
SRR8722435,24
SRR7176104,24
SRR11130542,24
SRR7183302,24
SRR11152706,24
SRR7183567,24
SRR7190593,24
SRR7176206,24
SRR8726380,24
SRR7176581,24
SRR8722625,24
SRR7183861,24
SRR7176084,24
SRR11141338,24
SRR3662058,24
SRR8726461,24
SRR3661452,24
SRR7189773,24
SRR7184131,24
ERR433907,24
SRR3662193,24
SRR11130466,24
SRR8722118,24
SRR7190056,24
SRR11140873,24
SRR11141070,24
SRR3661496,24
SRR7176182,24
SRR8726095,24
SRR7190361,24
SRR3661727,24
SRR8722144,24
SRR8722429,24
SRR7190464,24
SRR7176359,24
SRR7183932,24
SRR7172168,24
SRR3663012,24
SRR7189983,24
SRR3661860,24
SRR3663225,24
SRR7183704,24
SRR8722572,24
SRR11152761,24
SRR7183283,24
SRR8725426,24
SRR8726523,24
SRR11152355,24
SRR7183331,24
SRR2072323,24
SRR8721987,24
SRR11152726,24
SRR11141363,24
ERR586394,24
SRR8726164,24
ERR505883,24
SRR8725848,24
SRR7184060,24
SRR11152528,24
SRR11130093,24
SRR3661851,24
SRR3662141,24
SRR11141601,24
SRR8722004,24
SRR8722844,24
SRR8725392,24
ERR433601,24
SRR8726304,24
SRR7176013,24
SRR11152633,24
SRR3661400,24
SRR3662329,24
ERR506043,24
SRR11141758,24
SRR7190166,24
SRR11141746,24
SRR8722414,24
SRR11130315,24
SRR7172200,24
SRR11130062,24
SRR8722233,24
SRR7183252,24
SRR3661391,24
SRR3661973,24
SRR3662488,24
SRR7176192,24
SRR11152619,24
SRR7189742,24
SRR3661257,24
SRR3662891,24
SRR8722211,24
SRR11130101,24
ERR506047,24
ERR449166,24
SRR3661438,24
SRR7183840,24
SRR7183846,24
SRR8725419,24
SRR11130059,24
SRR11141544,24
SRR11130586,24
SRR3663038,24
SRR8722260,24
SRR7183464,24
SRR3662213,24
SRR11141816,24
SRR3661343,24
SRR7183453,24
SRR7176403,24
ERR506036,24
SRR7189904,24
SRR7175978,24
SRR7190530,24
SRR7183539,24
SRR11141708,24
SRR7172178,24
SRR8721948,24
SRR8726593,24
SRR11153021,24
SRR7183533,24
SRR8725503,24
SRR8725724,24
SRR3663617,24
SRR7183265,24
SRR11141632,24
SRR3662929,24
SRR3661275,24
SRR3661497,24
SRR3661571,24
SRR8722203,24
SRR7183401,24
SRR8725790,24
SRR11141204,24
SRR8725987,24
SRR7176649,24
SRR11152279,24
SRR11141451,24
SRR7184169,24
SRR8725028,24
SRR7176436,24
SRR7176603,24
SRR3663463,24
SRR8726515,24
SRR7183954,24
SRR3661944,24
SRR11141629,24
SRR7175925,24
SRR11130082,24
SRR7176687,24
SRR8725334,24
SRR3662469,24
SRR7183312,24
SRR7183226,24
SRR7184167,24
SRR11130106,24
SRR8725098,24
SRR7184183,24
SRR11130235,24
SRR8722662,24
SRR11152597,24
SRR8725788,24
SRR11153035,24
SRR7184140,24
SRR8725552,24
SRR7175735,24
SRR3661848,24
SRR7176679,24
SRR11152349,24
SRR8726592,24
SRR11141806,4
SRR8726612,4
SRR7184010,4
SRR11140926,4
SRR7175850,4
SRR7183940,4
SRR7190514,4
ERR501461,4
SRR8725229,4
SRR11141239,4
ERR434016,4
ERR326584,4
SRR8721977,4
SRR8725134,4
SRR7183941,4
SRR7189804,4
SRR3663300,4
SRR8722426,4
SRR3662392,4
ERR505886,4
ERR600108,4
SRR3662158,4
SRR3662768,4
ERR742629,4
SRR7176270,4
SRR8726723,4
SRR2072303,4
SRR8726250,4
ERR433974,4
SRR11152724,4
SRR7183336,4
SRR11152399,4
SRR3663376,4
ERR600104,4
SRR3661615,4
ERR326553,4
ERR425489,4
SRR11140872,4
SRR3662385,4
SRR3661702,4
SRR3662093,4
SRR8724996,4
ERR449124,4
SRR7183479,4
ERR505852,4
SRR7183965,4
SRR7183230,4
SRR3663384,4
ERR425411,4
ERR449139,4
SRR7183595,4
SRR2072334,4
ERR425492,4
ERR433710,4
SRR2072295,4
ERR438958,4
SRR7183603,4
ERR433901,4
SRR7176090,4
SRR2072322,4
SRR11152263,4
SRR11152900,4
SRR2072225,4
SRR11130783,4
SRR3661512,4
SRR11141468,4
SRR7183207,4
SRR11152656,4
SRR11130226,4
SRR8726301,4
ERR506023,4
SRR3661484,4
SRR7183996,4
SRR11141036,4
SRR8726211,4
SRR3662474,4
SRR8726500,4
SRR11130206,4
SRR7183371,4
SRR7184057,4
SRR7175911,4
SRR8725836,4
SRR11130645,4
SRR7183379,4
SRR8726334,4
ERR425417,4
SRR3663377,4
ERR433902,4
SRR3661958,4
ERR505789,4
SRR7183702,4
SRR7184117,4
ERR433969,4
SRR11141029,4
SRR8722597,4
SRR11152321,4
ERR505768,4
SRR3661223,4
SRR8725883,4
SRR8726292,4
SRR8721941,4
SRR8726662,4
SRR7190380,4
SRR7184036,4
SRR3661710,4
SRR11140963,4
SRR3663129,4
SRR3663018,4
SRR8722676,4
SRR11130670,4
ERR662372,4
SRR8725571,4
SRR3663557,4
SRR2072220,4
ERR505755,4
SRR8725772,4
ERR505793,4
SRR11130519,4
ERR425431,4
ERR586469,4
SRR7183423,4
SRR8725815,4
SRR7176680,4
ERR506020,4
SRR7176498,4
SRR7184043,4
ERR433997,4
ERR586425,4
SRR11141458,4
SRR3662319,4
ERR326578,4
SRR11141378,4
SRR7176133,4
SRR8722438,4
SRR8726540,4
ERR433720,4
SRR7183292,4
SRR3663319,4
SRR11152441,4
SRR8722595,4
SRR7176402,4
SRR8725818,4
ERR600079,4
ERR742630,4
SRR8726147,4
ERR449176,4
SRR3660714,4
SRR3662361,4
SRR3661729,4
SRR8724998,4
SRR11141548,4
SRR7183552,4
SRR11141431,4
SRR8725711,4
SRR3662383,4
SRR8722818,4
SRR11141630,4
SRR7183660,4
ERR433773,4
SRR11141130,4
ERR433725,4
SRR3662864,4
ERR505772,4
ERR425478,4
SRR7183483,4
SRR8722800,4
SRR7176474,4
SRR3662457,4
SRR11130414,4
SRR11152725,4
SRR11130310,4
SRR11130545,4
ERR326488,4
SRR8726730,4
SRR7183722,4
SRR7183327,4
SRR7175775,4
SRR8725341,4
ERR433915,4
SRR3663148,4
SRR3662234,4
ERR433702,4
SRR8725771,4
ERR460199,4
SRR7189906,4
SRR7189918,4
SRR7189898,4
ERR742610,4
SRR7176129,4
SRR3663579,4
ERR449209,4
SRR11130743,4
SRR7176123,4
SRR8725106,4
SRR11153012,4
SRR7184170,4
SRR7183973,4
ERR433978,4
SRR11141490,4
ERR433937,4
ERR326462,4
ERR586454,4
SRR3662229,4
SRR7176098,4
ERR449145,4
SRR8725553,4
ERR449237,4
SRR8726480,4
SRR8725890,4
ERR742617,4
SRR7184047,4
SRR8722078,4
SRR11141613,4
SRR11129919,4
SRR7190262,4
ERR449261,4
ERR449192,4
ERR326531,4
SRR11141691,4
SRR7176273,4
SRR2072255,4
SRR3662388,4
SRR8722603,4
SRR7183445,4
SRR7183769,4
ERR449249,4
ERR449264,4
ERR505868,4
SRR3661801,4
SRR11152340,4
SRR3661569,4
SRR3662026,4
SRR8726003,4
SRR8725693,4
ERR433507,4
SRR3662219,4
SRR7183793,4
SRR7189745,4
SRR7183797,4
SRR7175973,4
SRR8722548,4
SRR11130508,4
SRR3662903,4
SRR7183296,4
SRR8725800,4
SRR3661740,4
SRR3661845,4
SRR7176305,4
SRR3661361,4
SRR7176568,4
SRR8726122,4
SRR7176076,4
SRR8726618,4
SRR11152468,4
SRR8725405,4
SRR11141059,4
SRR7190591,4
SRR7176667,4
ERR425494,4
ERR600080,4
ERR326465,4
SRR3661445,4
ERR505745,4
ERR433705,4
SRR11152684,4
SRR3661628,4
SRR11130804,4
SRR8721895,5
SRR3662146,5
SRR8726397,5
SRR8726204,5
SRR7183672,5
SRR7183503,5
SRR7175933,5
SRR3663007,5
SRR8726236,5
SRR8726705,5
SRR11141439,5
SRR8726036,5
SRR11130640,5
SRR3661763,5
SRR7175979,5
SRR3662954,5
SRR8722358,5
SRR3662304,5
SRR7184086,5
SRR8721927,5
SRR7176682,5
SRR3663227,5
SRR11140889,5
SRR11141839,5
SRR11140855,5
SRR11141211,5
SRR3661433,5
SRR11152292,5
SRR7183385,5
SRR7190571,5
SRR8725676,5
SRR11152342,5
SRR3663350,5
SRR7183787,5
SRR8722278,5
SRR8726383,5
SRR3660575,5
SRR11152798,5
ERR449177,5
SRR8722406,5
SRR8722133,5
SRR11130534,5
SRR3661262,5
SRR7175754,5
SRR7184197,5
SRR8726150,5
SRR8725607,5
SRR11130569,5
SRR11141477,5
SRR11141287,5
SRR11141570,5
SRR3661524,5
ERR600085,5
SRR8725599,5
SRR3663292,5
SRR11152763,5
SRR8722116,5
SRR7175930,5
SRR11130481,5
SRR7190077,5
SRR7189961,5
SRR8726341,5
SRR8725654,5
SRR8726712,5
SRR7190134,5
SRR8722545,5
SRR11152531,5
SRR8725945,5
SRR11152492,5
SRR7176490,5
SRR7189850,5
SRR7190482,5
SRR3661552,5
SRR7190040,5
SRR8725062,5
SRR2072314,5
SRR8725534,5
ERR506021,5
SRR7176130,5
SRR8726718,5
SRR11141732,5
SRR7183608,5
SRR8725149,5
SRR8721852,5
SRR7176644,5
SRR7175696,5
SRR7184079,5
SRR11130355,5
SRR7189934,5
SRR11130841,5
ERR876495,5
SRR8725031,5
SRR8725647,5
SRR11141182,5
SRR8725443,5
SRR7190109,5
SRR11141175,5
SRR8722693,5
SRR3661769,5
SRR8722699,5
ERR505804,5
SRR11141433,5
SRR11130757,5
SRR3661870,5
SRR11141117,5
SRR8725751,5
SRR7190161,5
SRR8725703,5
SRR8726453,5
SRR11141524,5
SRR11141550,5
SRR7176418,5
SRR7189846,5
SRR3663147,5
SRR11141503,5
SRR8722558,5
SRR7176392,5
SRR7190360,5
SRR7176590,5
SRR7184096,5
SRR8726029,5
SRR8722648,5
SRR8722389,5
SRR11130167,5
SRR11152570,5
SRR11130583,5
SRR7190497,5
SRR8725391,5
SRR11130417,5
SRR8725658,5
SRR3661367,5
SRR7183481,5
SRR3661541,5
SRR11130812,5
SRR3662138,5
SRR7175891,5
SRR7189816,5
SRR3661229,5
SRR7176407,5
SRR8722477,5
SRR7189947,5
SRR3663389,5
SRR8722785,5
SRR8726356,5
SRR3663218,5
SRR8725767,5
SRR3661237,5
SRR8721979,5
SRR8722521,5
SRR3661325,5
SRR7190444,5
SRR8725678,5
SRR8722365,5
SRR8722179,5
SRR11141308,5
SRR8721952,5
SRR11141409,5
SRR8725653,5
SRR3662134,5
SRR8722305,5
SRR7183623,5
SRR3661731,5
SRR3663346,5
ERR568773,5
SRR7183241,5
SRR7184052,5
SRR7190672,5
SRR8725126,5
SRR8722314,5
SRR8725212,5
ERR742634,5
SRR7176137,5
